,Code,Day,Entity,retail_and_recreation,grocery_and_pharmacy,residential,transit_stations,parks,workplaces,retail_and_recreation_average,grocery_and_pharmacy_average,residential_average,transit_stations_average,parks_average,workplaces_average,retail_and_recreation_last_average,grocery_and_pharmacy_last_average,residential_last_average,transit_stations_last_average,parks_last_average,workplaces_last_average,C1M_School closing_flag,C2M_Workplace closing_flag,C3M_Cancel public events_flag,C4M_Restrictions on gatherings_flag,C5M_Close public transport_flag,C6M_Stay at home requirements_flag,C7M_Restrictions on internal movement_flag,C8EV_International travel controls_flag,H1_Public information campaigns_flag,H2_Testing policy_flag,H3_Contact tracing_flag,H6M_Facial Coverings_flag,policy_gather_flag,C1M_School closing,C2M_Workplace closing,C3M_Cancel public events,C4M_Restrictions on gatherings,C5M_Close public transport,C6M_Stay at home requirements,C7M_Restrictions on internal movement,C8EV_International travel controls,E1_Income support,E2_Debt/contract relief,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6M_Facial Coverings,H7_Vaccination policy,H8M_Protection of elderly people,ConfirmedCases,ConfirmedDeaths,PopulationVaccinated,StringencyIndex_Average,GovernmentResponseIndex_Average,ContainmentHealthIndex_Average,EconomicSupportIndex
0,ARE,2020-02-17,United Arab Emirates,0.0,3.0,1.0,0.667,4.667,2.0,0.0,3.0,1.0,0.667,4.667,2.0,-1.002,2.027142857142857,1.0,0.24285714285714285,4.7744285714285715,1.8128571428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.78,7.81,8.93,0.0
1,ARE,2020-02-18,United Arab Emirates,-0.5,2.5,1.0,0.5,4.75,2.0,-0.25,2.75,1.0,0.5835,4.7085,2.0,-1.002,2.027142857142857,1.0,0.24285714285714285,4.7744285714285715,1.8128571428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.78,7.81,8.93,0.0
2,ARE,2020-02-19,United Arab Emirates,-0.8,2.0,1.0,0.2,4.6,2.0,-0.43333333333333335,2.5,1.0,0.45566666666666666,4.6723333333333334,2.0,-1.002,2.027142857142857,1.0,0.24285714285714285,4.7744285714285715,1.8128571428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.78,7.81,8.93,0.0
3,ARE,2020-02-20,United Arab Emirates,-1.0,1.833,1.0,0.333,4.833,1.833,-0.575,2.33325,1.0,0.425,4.7125,1.95825,-1.002,2.027142857142857,1.0,0.24285714285714285,4.7744285714285715,1.8128571428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.78,7.81,8.93,0.0
4,ARE,2020-02-21,United Arab Emirates,-1.286,1.857,1.0,0.286,5.0,1.429,-0.7172000000000001,2.238,1.0,0.3972,4.7700000000000005,1.8524,-1.002,2.027142857142857,1.0,0.24285714285714285,4.7744285714285715,1.8128571428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.78,7.81,8.93,0.0
5,ARE,2020-02-22,United Arab Emirates,-1.571,1.571,1.0,0.0,4.857,1.571,-1.0314,1.9522,1.0,0.2638,4.808,1.7666,-1.002,2.027142857142857,1.0,0.24285714285714285,4.7744285714285715,1.8128571428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.78,7.81,8.93,0.0
6,ARE,2020-02-23,United Arab Emirates,-1.857,1.429,1.0,-0.286,4.714,1.857,-1.3028,1.738,1.0,0.1066,4.8008,1.738,-1.002,2.027142857142857,1.0,0.24285714285714285,4.7744285714285715,1.8128571428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.78,7.81,8.93,0.0
7,ARE,2020-02-24,United Arab Emirates,-2.143,1.286,1.0,-0.571,4.714,2.0,-1.5714000000000001,1.5952,1.0,-0.04759999999999999,4.823600000000001,1.738,-1.7619999999999998,2.0476666666666667,0.9761666666666667,-1.0715000000000001,2.857333333333333,2.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,8.33,10.94,12.5,0.0
8,ARE,2020-02-25,United Arab Emirates,-2.286,1.429,1.0,-0.857,4.429,2.143,-1.8286000000000002,1.5144,1.0,-0.28559999999999997,4.742800000000001,1.8,-1.7619999999999998,2.0476666666666667,0.9761666666666667,-1.0715000000000001,2.857333333333333,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,8.33,10.94,12.5,0.0
9,ARE,2020-02-26,United Arab Emirates,-2.286,1.571,1.0,-1.0,3.429,2.286,-2.0286,1.4571999999999998,1.0,-0.5428,4.4286,1.9713999999999998,-1.7619999999999998,2.0476666666666667,0.9761666666666667,-1.0715000000000001,2.857333333333333,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,8.33,10.94,12.5,0.0
10,ARE,2020-02-27,United Arab Emirates,-1.857,2.143,1.0,-1.286,2.429,2.571,-2.0858,1.5715999999999999,1.0,-0.8,3.943,2.1713999999999998,-1.7619999999999998,2.0476666666666667,0.9761666666666667,-1.0715000000000001,2.857333333333333,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,8.33,10.94,12.5,0.0
11,ARE,2020-02-28,United Arab Emirates,-1.286,2.571,1.0,-1.429,1.429,2.857,-1.9716,1.8,1.0,-1.0286,3.286,2.3714000000000004,-1.7619999999999998,2.0476666666666667,0.9761666666666667,-1.0715000000000001,2.857333333333333,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,8.33,10.94,12.5,0.0
12,ARE,2020-02-29,United Arab Emirates,-0.714,3.286,0.857,-1.286,0.714,3.143,-1.6858,2.2,0.9714,-1.1716000000000002,2.4859999999999998,2.6,-1.7619999999999998,2.0476666666666667,0.9761666666666667,-1.0715000000000001,2.857333333333333,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,8.33,10.94,12.5,0.0
13,ARE,2020-03-01,United Arab Emirates,-0.143,4.286,0.857,-1.286,0.571,3.143,-1.2572,2.7714,0.9428000000000001,-1.2574,1.7144000000000001,2.8,-0.06114285714285713,6.081571428571428,1.1224285714285713,-2.6735714285714285,-0.44928571428571423,3.306428571428572,1,1,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,15.74,15.1,17.26,0.0
14,ARE,2020-03-02,United Arab Emirates,0.286,5.286,0.857,-1.429,0.0,3.286,-0.7428,3.5143999999999997,0.9141999999999999,-1.3432,1.0286000000000002,3.0,-0.06114285714285713,6.081571428571428,1.1224285714285713,-2.6735714285714285,-0.44928571428571423,3.306428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,15.74,15.1,17.26,0.0
15,ARE,2020-03-03,United Arab Emirates,0.714,5.857,0.857,-1.857,-0.429,3.429,-0.2286,4.257199999999999,0.8855999999999999,-1.4574,0.457,3.1716,-0.06114285714285713,6.081571428571428,1.1224285714285713,-2.6735714285714285,-0.44928571428571423,3.306428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,15.74,15.1,17.26,0.0
16,ARE,2020-03-04,United Arab Emirates,0.857,6.714,1.0,-2.286,-0.286,3.429,0.2,5.085800000000001,0.8855999999999999,-1.6288,0.11399999999999999,3.286,-0.06114285714285713,6.081571428571428,1.1224285714285713,-2.6735714285714285,-0.44928571428571423,3.306428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,15.74,15.1,17.26,0.0
17,ARE,2020-03-05,United Arab Emirates,0.286,6.857,1.143,-2.857,-0.429,3.429,0.4,5.8,0.9427999999999999,-1.943,-0.1146,3.3432000000000004,-0.06114285714285713,6.081571428571428,1.1224285714285713,-2.6735714285714285,-0.44928571428571423,3.306428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,15.74,15.1,17.26,0.0
18,ARE,2020-03-06,United Arab Emirates,-0.857,6.857,1.429,-4.0,-1.429,3.286,0.2572,6.3142,1.0572,-2.4858000000000002,-0.5146,3.3717999999999995,-0.06114285714285713,6.081571428571428,1.1224285714285713,-2.6735714285714285,-0.44928571428571423,3.306428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,15.74,15.1,17.26,0.0
19,ARE,2020-03-07,United Arab Emirates,-1.571,6.714,1.714,-5.0,-1.143,3.143,-0.1142,6.5998,1.2286,-3.2,-0.7432000000000001,3.3432000000000004,-0.06114285714285713,6.081571428571428,1.1224285714285713,-2.6735714285714285,-0.44928571428571423,3.306428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,15.74,15.1,17.26,0.0
20,ARE,2020-03-08,United Arab Emirates,-1.857,6.429,2.0,-6.143,-0.571,2.429,-0.6284,6.714200000000001,1.4571999999999998,-4.0572,-0.7716000000000001,3.1431999999999998,-2.0715,6.2145,2.2145,-6.714499999999999,-0.357,2.0715,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,21.3,18.23,20.83,0.0
21,ARE,2020-03-09,United Arab Emirates,-2.286,6.0,2.429,-7.286,-0.143,1.714,-1.2570000000000001,6.5714,1.7429999999999999,-5.0572,-0.743,2.8001999999999994,-2.0715,6.2145,2.2145,-6.714499999999999,-0.357,2.0715,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,21.3,18.23,20.83,0.0
22,ARE,2020-03-10,United Arab Emirates,-2.857,6.0,2.857,-8.143,0.286,0.857,-1.8856000000000002,6.4,2.0858,-6.1144,-0.6,2.2858,-2.857,6.0,2.857,-8.143,0.286,0.857,0,0,0,0,0,0,0,0,0,1,0,0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,21.3,20.31,23.21,0.0
23,ARE,2020-03-11,United Arab Emirates,-3.286,5.714,3.143,-9.143,0.571,0.143,-2.3714000000000004,6.1714,2.4286,-7.143000000000001,-0.2,1.6572,-3.643,5.714,3.357,-9.857,0.2855,-0.2855,0,0,0,0,0,0,0,0,1,0,0,0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,32.41,26.56,30.36,0.0
24,ARE,2020-03-12,United Arab Emirates,-4.0,5.714,3.571,-10.571,0.0,-0.714,-2.8571999999999997,5.9714,2.8,-8.257200000000001,0.028600000000000004,0.8858,-3.643,5.714,3.357,-9.857,0.2855,-0.2855,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,32.41,26.56,30.36,0.0
25,ARE,2020-03-13,United Arab Emirates,-5.286,5.429,3.857,-12.143,-1.0,-1.0,-3.543,5.771400000000001,3.1713999999999998,-9.4572,-0.05720000000000001,0.2,-6.475999999999999,5.381,4.143,-13.286000000000001,-3.0476666666666667,-1.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,34.26,27.6,31.55,0.0
26,ARE,2020-03-14,United Arab Emirates,-6.571,5.143,4.143,-13.429,-2.857,-1.286,-4.4,5.6,3.5142,-10.6858,-0.6000000000000001,-0.4,-6.475999999999999,5.381,4.143,-13.286000000000001,-3.0476666666666667,-1.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,34.26,27.6,31.55,0.0
27,ARE,2020-03-15,United Arab Emirates,-7.571,5.571,4.429,-14.286,-5.286,-1.714,-5.3427999999999995,5.514200000000001,3.8286000000000002,-11.914399999999999,-1.7144,-0.9141999999999999,-6.475999999999999,5.381,4.143,-13.286000000000001,-3.0476666666666667,-1.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,34.26,29.69,33.93,0.0
28,ARE,2020-03-16,United Arab Emirates,-8.714,6.143,4.714,-15.286,-7.857,-2.429,-6.428399999999999,5.6,4.142799999999999,-13.143,-3.4,-1.4285999999999999,-15.612142857142857,3.1427142857142853,6.856999999999999,-22.367428571428572,-17.367285714285714,-6.224571428571428,0,0,1,0,0,0,0,0,0,0,0,0,1,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,45.37,35.94,41.07,0.0
29,ARE,2020-03-17,United Arab Emirates,-10.429,6.0,5.143,-16.857,-10.857,-3.429,-7.7142,5.6572000000000005,4.4572,-14.400200000000002,-5.5714,-1.9716,-15.612142857142857,3.1427142857142853,6.856999999999999,-22.367428571428572,-17.367285714285714,-6.224571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,45.37,35.94,41.07,0.0
30,ARE,2020-03-18,United Arab Emirates,-12.571,5.571,5.857,-18.714,-13.571,-4.714,-9.171199999999999,5.685599999999999,4.857200000000001,-15.714400000000001,-8.0856,-2.7144000000000004,-15.612142857142857,3.1427142857142853,6.856999999999999,-22.367428571428572,-17.367285714285714,-6.224571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,113.0,0.0,0.0,45.37,35.94,41.07,0.0
31,ARE,2020-03-19,United Arab Emirates,-14.857,4.571,6.714,-21.0,-16.429,-6.0,-10.828399999999998,5.571199999999999,5.3714,-17.2286,-10.8,-3.6572000000000005,-15.612142857142857,3.1427142857142853,6.856999999999999,-22.367428571428572,-17.367285714285714,-6.224571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,140.0,0.0,0.0,45.37,35.94,41.07,0.0
32,ARE,2020-03-20,United Arab Emirates,-17.857,2.571,7.571,-24.429,-20.714,-7.429,-12.8856,4.9712,5.9998,-19.257199999999997,-13.8856,-4.800199999999999,-15.612142857142857,3.1427142857142853,6.856999999999999,-22.367428571428572,-17.367285714285714,-6.224571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,140.0,2.0,0.0,45.37,35.94,41.07,0.0
33,ARE,2020-03-21,United Arab Emirates,-20.714,0.286,8.429,-28.0,-24.286,-8.857,-15.285599999999999,3.7998,6.7428,-21.8,-17.1714,-6.085800000000001,-15.612142857142857,3.1427142857142853,6.856999999999999,-22.367428571428572,-17.367285714285714,-6.224571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,153.0,2.0,0.0,45.37,35.94,41.07,0.0
34,ARE,2020-03-22,United Arab Emirates,-24.143,-3.143,9.571,-32.286,-27.857,-10.714,-18.028399999999998,1.9711999999999996,7.628400000000001,-24.8858,-20.5714,-7.5428,-15.612142857142857,3.1427142857142853,6.856999999999999,-22.367428571428572,-17.367285714285714,-6.224571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,153.0,2.0,0.0,45.37,35.94,41.07,0.0
35,ARE,2020-03-23,United Arab Emirates,-26.429,-2.286,10.714,-36.429,-31.286,-12.714,-20.8,0.39980000000000004,8.5998,-28.428800000000003,-24.1144,-9.142800000000001,-28.0715,-3.0715000000000003,11.4285,-38.643,-33.0715,-14.0715,0,0,0,0,0,1,1,0,0,0,0,0,1,3.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,198.0,2.0,0.0,62.04,47.4,54.17,0.0
36,ARE,2020-03-24,United Arab Emirates,-29.714,-3.857,12.143,-40.857,-34.857,-15.429,-23.7714,-1.2858,9.6856,-32.4002,-27.8,-11.0286,-28.0715,-3.0715000000000003,11.4285,-38.643,-33.0715,-14.0715,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,248.0,2.0,0.0,62.04,47.4,54.17,0.0
37,ARE,2020-03-25,United Arab Emirates,-34.143,-6.714,13.857,-45.857,-38.857,-18.857,-27.0286,-3.1428000000000003,10.9428,-36.6858,-31.4286,-13.3142,-34.143,-6.714,13.857,-45.857,-38.857,-18.857,0,1,0,0,0,0,0,1,0,0,0,0,1,3.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,333.0,2.0,0.0,70.37,52.08,59.52,0.0
38,ARE,2020-03-26,United Arab Emirates,-38.571,-8.429,15.857,-51.0,-42.857,-22.857,-30.6,-4.885800000000001,12.4284,-41.2858,-35.1428,-16.1142,-38.571,-8.429,15.857,-51.0,-42.857,-22.857,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,2.0,2.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,333.0,2.0,0.0,73.15,53.65,61.31,0.0
39,ARE,2020-03-27,United Arab Emirates,-44.714,-15.429,17.857,-56.714,-47.857,-28.571,-34.7142,-7.343000000000001,14.0856,-46.1714,-39.1428,-19.6856,-56.517875000000004,-26.66075,23.321375,-67.821375,-55.91075,-41.875125,0,0,0,1,0,0,0,0,0,0,0,0,1,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,405.0,2.0,0.0,84.26,59.9,68.45,0.0
40,ARE,2020-03-28,United Arab Emirates,-50.429,-20.429,20.429,-62.143,-52.286,-35.429,-39.5142,-10.971599999999999,16.0286,-51.31420000000001,-43.3428,-24.2286,-56.517875000000004,-26.66075,23.321375,-67.821375,-55.91075,-41.875125,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,468.0,2.0,0.0,84.26,59.9,68.45,0.0
41,ARE,2020-03-29,United Arab Emirates,-54.0,-22.286,22.286,-65.571,-54.714,-39.429,-44.3714,-14.6574,18.0572,-56.25699999999999,-47.3142,-29.0286,-56.517875000000004,-26.66075,23.321375,-67.821375,-55.91075,-41.875125,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,570.0,3.0,0.0,84.26,59.9,68.45,0.0
42,ARE,2020-03-30,United Arab Emirates,-58.286,-28.143,23.857,-68.857,-56.857,-43.143,-49.2,-18.9432,20.0572,-60.85699999999999,-50.9142,-33.8858,-56.517875000000004,-26.66075,23.321375,-67.821375,-55.91075,-41.875125,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,611.0,5.0,0.0,84.26,59.9,68.45,0.0
43,ARE,2020-03-31,United Arab Emirates,-60.714,-31.0,25.0,-71.143,-58.286,-45.714,-53.628600000000006,-23.4574,21.8858,-64.8856,-54.0,-38.4572,-56.517875000000004,-26.66075,23.321375,-67.821375,-55.91075,-41.875125,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,664.0,6.0,0.0,84.26,59.9,68.45,0.0
44,ARE,2020-04-01,United Arab Emirates,-61.571,-31.857,25.571,-72.571,-59.143,-47.286,-57.0,-26.743000000000002,23.4286,-68.05699999999999,-56.2572,-42.2002,-56.517875000000004,-26.66075,23.321375,-67.821375,-55.91075,-41.875125,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,814.0,8.0,0.0,84.26,66.15,68.45,50.0
45,ARE,2020-04-02,United Arab Emirates,-62.0,-33.571,26.0,-73.143,-59.429,-48.286,-59.31420000000001,-29.3714,24.5428,-70.25699999999999,-57.68579999999999,-44.7716,-56.517875000000004,-26.66075,23.321375,-67.821375,-55.91075,-41.875125,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1024.0,8.0,0.0,84.26,66.15,68.45,50.0
46,ARE,2020-04-03,United Arab Emirates,-60.429,-30.571,25.571,-72.429,-58.714,-47.143,-60.6,-31.028399999999998,25.1998,-71.6286,-58.4858,-46.3144,-56.517875000000004,-26.66075,23.321375,-67.821375,-55.91075,-41.875125,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1264.0,9.0,0.0,84.26,66.15,68.45,50.0
47,ARE,2020-04-04,United Arab Emirates,-58.429,-27.714,24.571,-71.286,-57.286,-44.429,-60.628600000000006,-30.9426,25.342599999999997,-72.1144,-58.571600000000004,-46.571600000000004,-61.87311111111111,-30.476222222222223,27.079333333333334,-76.016,-64.69833333333332,-49.60322222222222,0,0,0,0,1,0,0,0,0,0,0,1,1,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,2.0,1505.0,10.0,0.0,89.81,75.52,79.17,50.0
48,ARE,2020-04-05,United Arab Emirates,-59.286,-28.286,25.286,-72.714,-58.0,-46.143,-60.343,-30.3998,25.3998,-72.4286,-58.5144,-46.6574,-61.87311111111111,-30.476222222222223,27.079333333333334,-76.016,-64.69833333333332,-49.60322222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,2.0,1799.0,10.0,0.0,89.81,75.52,79.17,50.0
49,ARE,2020-04-06,United Arab Emirates,-60.143,-29.0,26.0,-74.0,-58.714,-47.571,-60.05740000000001,-29.8284,25.485599999999998,-72.7144,-58.4286,-46.7144,-61.87311111111111,-30.476222222222223,27.079333333333334,-76.016,-64.69833333333332,-49.60322222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,2.0,2076.0,11.0,0.0,89.81,75.52,79.17,50.0
50,ARE,2020-04-07,United Arab Emirates,-61.143,-29.571,26.714,-75.286,-61.571,-48.857,-59.886,-29.028399999999998,25.6284,-73.143,-58.85699999999999,-46.8286,-61.87311111111111,-30.476222222222223,27.079333333333334,-76.016,-64.69833333333332,-49.60322222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,2.0,2359.0,12.0,0.0,89.81,75.52,79.17,50.0
